timestamp,real_time,FR_0_target,FR_0_actual,FR_0_error,FR_1_target,FR_1_actual,FR_1_error,FR_2_target,FR_2_actual,FR_2_error,FL_0_target,FL_0_actual,FL_0_error,FL_1_target,FL_1_actual,FL_1_error,FL_2_target,FL_2_actual,FL_2_error,RR_0_target,RR_0_actual,RR_0_error,RR_1_target,RR_1_actual,RR_1_error,RR_2_target,RR_2_actual,RR_2_error,RL_0_target,RL_0_actual,RL_0_error,RL_1_target,RL_1_actual,RL_1_error,RL_2_target,RL_2_actual,RL_2_error
0.8,6.198883056640625e-06,0.0,4.617970298794722,4.617970298794722,21.0,22.788000675115008,1.7880006751150077,-68.0,-61.77647923125907,6.223520768740933,0.0,-13.885136813722173,-13.885136813722173,9.381867140997525,9.086749629322503,-0.29511751167502176,-76.60602434000184,-70.61458009271549,5.991444247286353,0.0,2.5501194285159605,2.5501194285159605,41.97503692963032,36.90906502937411,-5.0659719002562085,-52.46293560768125,-57.60145779919707,-5.138522191515818,0.0,-12.68467215671084,-12.68467215671084,-5.249584745763285,0.9957606859348768,6.245345431698162,-87.44413684871355,-80.55137152368182,6.892765325031732
0.802,0.0030956268310546875,0.0,4.56939655473853,4.56939655473853,21.0,22.77412173072154,1.7741217307215393,-68.0,-61.78804957171307,6.211950428286933,0.0,-13.843501688089068,-13.843501688089068,9.381867140997525,9.083279893224136,-0.29858724777338885,-76.60602434000184,-70.61458009271549,5.991444247286353,0.0,2.522361539729029,2.522361539729029,41.97503692963032,36.94029265425941,-5.034744275370912,-52.46293560768125,-57.60145779919707,-5.138522191515818,0.0,-12.653447946920128,-12.653447946920128,-5.249584745763285,0.9506564645336397,6.200241210296925,-87.44413684871355,-80.58606888466548,6.858067964048075
0.804,0.0062177181243896484,0.0,4.517353074583972,4.517353074583972,21.0,22.76371252242644,1.7637125224264416,-68.0,-61.79729764784927,6.20270235215073,0.0,-13.798397680131242,-13.798397680131242,9.381867140997525,9.086749629322503,-0.29511751167502176,-76.60602434000184,-70.61689552684412,5.98912881315772,0.0,2.501546538233415,2.501546538233415,41.97503692963032,36.97498660014849,-5.00005032948183,-52.46293560768125,-57.60145779919707,-5.138522191515818,0.0,-12.62222032203483,-12.62222032203483,-5.249584745763285,0.9124915018857241,6.16207624764901,-87.44413684871355,-80.6276988876567,6.816437961056849
0.806,0.0094146728515625,0.0,4.437553413189774,4.437553413189774,21.0,22.7463655494819,1.7463655494819008,-68.0,-61.813492026371364,6.186507973628636,0.0,-13.739415581553597,-13.739415581553597,9.381867140997525,9.086749629322503,-0.29511751167502176,-76.60602434000184,-70.61689552684412,5.98912881315772,0.0,2.4633794411513836,2.4633794411513836,41.97503692963032,37.02008975433267,-4.954947175297647,-52.46293560768125,-57.60145779919707,-5.138522191515818,0.0,-12.584056640047383,-12.584056640047383,-5.249584745763285,0.8535091365038145,6.1030938822671,-87.44413684871355,-80.68321466523058,6.760922183482975
0.808,0.012582778930664062,0.0,4.382040623823673,4.382040623823673,21.0,22.73942607728517,1.7394260772851702,-68.0,-61.8250555366362,6.174944463363801,0.0,-13.69431157359577,-13.69431157359577,9.381867140997525,9.086749629322503,-0.29511751167502176,-76.60602434000184,-70.61689552684412,5.98912881315772,0.0,2.4390947035574033,2.4390947035574033,41.97503692963032,37.06172658751307,-4.913310342117249,-52.46293560768125,-57.60145779919707,-5.138522191515818,0.0,-12.552829015162084,-12.552829015162084,-5.249584745763285,0.8014659231535206,6.051050668916806,-87.44413684871355,-80.7248446682218,6.719292180491749
0.81,0.015781641006469727,0.0,4.323058525246028,4.323058525246028,21.0,22.72901686899007,1.729016868990069,-68.0,-61.8412499151583,6.158750084841699,0.0,-13.6492067118643,-13.6492067118643,9.381867140997525,9.086749629322503,-0.29511751167502176,-76.60602434000184,-70.61920413078359,5.986820209218251,0.0,2.4182762869672048,2.4182762869672048,41.97503692963032,37.096420533402146,-4.878616396228175,-52.46293560768125,-57.60145779919707,-5.138522191515818,0.0,-12.518135069273004,-12.518135069273004,-5.249584745763285,0.7563617551131365,6.005946500876422,-87.44413684871355,-80.7664815014022,6.677655347311358
0.812,0.018831491470336914,0.0,4.267545735879926,4.267545735879926,21.0,22.718609368242262,1.7186093682422623,-68.0,-61.85743746349123,6.14256253650877,0.0,-13.60757244000484,-13.60757244000484,9.381867140997525,9.086749629322503,-0.29511751167502176,-76.60602434000184,-70.61920413078359,5.986820209218251,0.0,2.390518398180273,2.390518398180273,41.97503692963032,37.12764815828745,-4.847388771342871,-52.46293560768125,-57.59914919525761,-5.136213587576357,0.0,-12.479967972190973,-12.479967972190973,-5.249584745763285,0.7147271630885601,5.964311908851846,-87.44413684871355,-80.81274237265069,6.631394476062866
0.8140000000000001,0.021927356719970703,0.0,4.205093901203914,4.205093901203914,21.0,22.708200159947165,1.7082001599471646,-68.0,-61.87594044595279,6.124059554047207,0.0,-13.569407050470103,-13.569407050470103,9.381867140997525,9.086749629322503,-0.29511751167502176,-76.60602434000184,-70.61920413078359,5.986820209218251,0.0,2.369703396684659,2.369703396684659,41.97503692963032,37.1554026319798,-4.8196342976505235,-52.46293560768125,-57.59914919525761,-5.136213587576357,0.0,-12.445274026301893,-12.445274026301893,-5.249584745763285,0.6765621470797917,5.926146892843077,-87.44413684871355,-80.85668780977056,6.587449038942992
0.8160000000000001,0.024991273880004883,0.0,4.149581111837812,4.149581111837812,21.0,22.70126068775043,1.7012606877504304,-68.0,-61.89445025860353,6.105549741396473,0.0,-13.527772778610643,-13.527772778610643,9.381867140997525,9.086749629322503,-0.29511751167502176,-76.60602434000184,-70.62151956491222,5.9845047750896185,0.0,2.3454152439960936,2.3454152439960936,41.97503692963032,37.17969078466836,-4.795346144961961,-52.46293560768125,-57.60145779919707,-5.138522191515818,0.0,-12.414046401416595,-12.414046401416595,-5.249584745763285,0.6383970777101702,5.887981823473456,-87.44413684871355,-80.89832464295095,6.545812205762601
0.8180000000000001,0.027971982955932617,0.0,4.090598586373344,4.090598586373344,21.0,22.690853187002624,1.6908531870026238,-68.0,-61.91295324106509,6.08704675893491,0.0,-13.486138506751184,-13.486138506751184,9.381867140997525,9.086749629322503,-0.29511751167502176,-76.60602434000184,-70.62383499904085,5.982189340960986,0.0,2.3211270913075284,2.3211270913075284,41.97503692963032,37.20397893735692,-4.771057992273398,-52.46293560768125,-57.59914919525761,-5.136213587576357,0.0,-12.379352455527515,-12.379352455527515,-5.249584745763285,0.5898233870148312,5.839408132778116,-87.44413684871355,-80.94227008007081,6.501866768642742
