timestamp,real_time,FR_0_target,FR_0_actual,FR_0_error,FR_1_target,FR_1_actual,FR_1_error,FR_2_target,FR_2_actual,FR_2_error,FL_0_target,FL_0_actual,FL_0_error,FL_1_target,FL_1_actual,FL_1_error,FL_2_target,FL_2_actual,FL_2_error,RR_0_target,RR_0_actual,RR_0_error,RR_1_target,RR_1_actual,RR_1_error,RR_2_target,RR_2_actual,RR_2_error,RL_0_target,RL_0_actual,RL_0_error,RL_1_target,RL_1_actual,RL_1_error,RL_2_target,RL_2_actual,RL_2_error
0.8,5.9604644775390625e-06,0.0,7.803016428592252,7.803016428592252,21.0,22.964946970847944,1.9649469708479437,-68.0,-60.601461297774264,7.398538702225736,0.0,-16.740575089647812,-16.740575089647812,9.381867140997525,13.024688365104184,3.64282122410666,-76.60602434000184,-69.80270965702192,6.8033146829799165,0.0,19.873579446838075,19.873579446838075,41.97503692963032,18.052065325391347,-23.922971604238974,-52.46293560768125,-63.199002729697625,-10.736067122016372,0.0,-25.875898463026505,-25.875898463026505,-5.249584745763285,23.48191032874787,28.731495074511155,-87.44413684871355,-60.525133933799374,26.91900291491418
0.802,0.003031015396118164,0.0,7.740564593916241,7.740564593916241,21.0,22.954537762552842,1.9545377625528424,-68.0,-60.63615865875793,7.363841341242072,0.0,-16.6781232549718,-16.6781232549718,9.381867140997525,13.003870802287631,3.6220036612901065,-76.60602434000184,-69.81889720535486,6.78712713464698,0.0,19.870109710739708,19.870109710739708,41.97503692963032,18.052065325391347,-23.922971604238974,-52.46293560768125,-63.199002729697625,-10.736067122016372,0.0,-25.87242872692814,-25.87242872692814,-5.249584745763285,23.478440592649502,28.728025338412788,-87.44413684871355,-60.527442537738835,26.91669431097472
0.804,0.006070375442504883,0.0,7.671173287043496,7.671173287043496,21.0,22.94066052570667,1.9406605257066687,-68.0,-60.67085601974159,7.329143980258408,0.0,-16.612201684197423,-16.612201684197423,9.381867140997525,12.976114621047993,3.594247480050468,-76.60602434000184,-69.83277614974831,6.7732481902535255,0.0,19.85970050244461,19.85970050244461,41.97503692963032,18.052065325391347,-23.922971604238974,-52.46293560768125,-63.199002729697625,-10.736067122016372,0.0,-25.868958990829775,-25.868958990829775,-5.249584745763285,23.474970856551135,28.72455560231442,-87.44413684871355,-60.527442537738835,26.91669431097472
0.806,0.009151935577392578,0.0,7.605251716269118,7.605251716269118,21.0,22.93025131741157,1.930251317411571,-68.0,-60.70323794659662,7.296762053403377,0.0,-16.55321958561978,-16.55321958561978,9.381867140997525,12.948358439808352,3.5664912988108277,-76.60602434000184,-69.84433966001315,6.76168467998869,0.0,19.856230766346243,19.856230766346243,41.97503692963032,18.048595589292983,-23.926441340337337,-52.46293560768125,-63.199002729697625,-10.736067122016372,0.0,-25.86201951863304,-25.86201951863304,-5.249584745763285,23.471501120452768,28.721085866216054,-87.44413684871355,-60.527442537738835,26.91669431097472
0.808,0.012260198593139648,0.0,7.53586126317002,7.53586126317002,21.0,22.91984210911647,1.9198421091164697,-68.0,-60.72636496712629,7.273635032873713,0.0,-16.490767750943768,-16.490767750943768,9.381867140997525,12.920601404795066,3.538734263797542,-76.60602434000184,-69.85590317027798,6.750121169723855,0.0,19.84929129414951,19.84929129414951,41.97503692963032,18.052065325391347,-23.922971604238974,-52.46293560768125,-63.201311333637086,-10.738375725955834,0.0,-25.855080046436306,-25.855080046436306,-5.249584745763285,23.4680313843544,28.717616130117687,-87.44413684871355,-60.527442537738835,26.91669431097472
0.81,0.01529550552368164,0.0,7.466469956297275,7.466469956297275,21.0,22.909434608368663,1.909434608368663,-68.0,-60.75412285591322,7.2458771440867835,0.0,-16.428315916267753,-16.428315916267753,9.381867140997525,12.88937548745706,3.5075083464595362,-76.60602434000184,-69.86515807660335,6.7408662633984875,0.0,19.83888208585441,19.83888208585441,41.97503692963032,18.045125853194616,-23.929911076435705,-52.46293560768125,-63.199002729697625,-10.736067122016372,0.0,-25.844674253235794,-25.844674253235794,-5.249584745763285,23.464561648256034,28.71414639401932,-87.44413684871355,-60.527442537738835,26.91669431097472
0.812,0.018476486206054688,0.0,7.39360976709981,7.39360976709981,21.0,22.899025400073565,1.8990254000735654,-68.0,-60.78188074470015,7.218119255299847,0.0,-16.36586408159174,-16.36586408159174,9.381867140997525,12.86508904231579,3.483221901318265,-76.60602434000184,-69.87441298292872,6.73161135707312,0.0,19.82847287755931,19.82847287755931,41.97503692963032,18.04165611709625,-23.93338081253407,-52.46293560768125,-63.201311333637086,-10.738375725955834,0.0,-25.830795308842326,-25.830795308842326,-5.249584745763285,23.46109191215767,28.710676657920956,-87.44413684871355,-60.527442537738835,26.91669431097472
0.8140000000000001,0.021605730056762695,0.0,7.327688196325433,7.327688196325433,21.0,22.89208592787683,1.8920859278768312,-68.0,-60.811947237426544,7.188052762573456,0.0,-16.306881983014097,-16.306881983014097,9.381867140997525,12.840801743400869,3.4589346024033443,-76.60602434000184,-69.8836610590649,6.722363280936932,0.0,19.811127612162064,19.811127612162064,41.97503692963032,18.03818638099788,-23.93685054863244,-52.46293560768125,-63.201311333637086,-10.738375725955834,0.0,-25.809976892252127,-25.809976892252127,-5.249584745763285,23.46109191215767,28.710676657920956,-87.44413684871355,-60.527442537738835,26.91669431097472
0.8160000000000001,0.02475118637084961,0.0,7.258296889452688,7.258296889452688,21.0,22.878208691030657,1.8782086910306575,-68.0,-60.83970512621348,7.160294873786519,0.0,-16.247899884436453,-16.247899884436453,9.381867140997525,12.81304556216123,3.4311784211637057,-76.60602434000184,-69.89522456932974,6.7107997706720965,0.0,19.786839459473498,19.786839459473498,41.97503692963032,18.027778880250075,-23.947258049380245,-52.46293560768125,-63.201311333637086,-10.738375725955834,0.0,-25.785692154658147,-25.785692154658147,-5.249584745763285,23.46109191215767,28.710676657920956,-87.44413684871355,-60.527442537738835,26.91669431097472
0.8180000000000001,0.027779579162597656,0.0,7.188906436353589,7.188906436353589,21.0,22.87473895493229,1.8747389549322904,-68.0,-60.86514758087178,7.134852419128222,0.0,-16.181978313662075,-16.181978313662075,9.381867140997525,12.78528938092159,3.4034222399240655,-76.60602434000184,-69.90679490978374,6.699229430218097,0.0,19.762551306784935,19.762551306784935,41.97503692963032,18.027778880250075,-23.947258049380245,-52.46293560768125,-63.199002729697625,-10.736067122016372,0.0,-25.757934265871217,-25.757934265871217,-5.249584745763285,23.46109191215767,28.710676657920956,-87.44413684871355,-60.527442537738835,26.91669431097472
