timestamp,elapsed,battery,mode,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw_speed,roll,pitch,yaw,footf_0,footf_1,footf_2,footf_3,stability_smooth,speed_score_smooth,time_score_smooth,total_score
2025-10-30T20:39:49.287820,0.113,68.0,1,-0.717,0.631,0.303,0.001,0.000,0.002,0.006,-0.041,0.003,-1.576,896,875,839,943,590.607795,0.0,-1.0,589.608
2025-10-30T20:39:49.488105,0.361,68.0,1,-0.717,0.631,0.303,0.000,0.000,0.003,0.003,-0.041,0.003,-1.576,896,875,840,943,588.940049,0.0,-2.5,586.440
2025-10-30T20:39:49.688394,0.552,68.0,2,-0.717,0.631,0.304,0.004,0.026,-0.038,0.019,-0.042,0.000,-1.577,900,877,841,947,583.150357,0.0,-3.7,579.484
2025-10-30T20:39:49.888802,0.751,68.0,2,-0.717,0.608,0.303,0.243,0.028,0.075,0.044,-0.036,-0.013,-1.573,903,888,857,928,609.122157,1.5,-4.8,605.872
2025-10-30T20:39:50.089219,0.961,68.0,2,-0.710,0.525,0.306,0.550,0.022,-0.056,-0.118,-0.047,-0.005,-1.560,873,882,883,923,577.089306,4.8,-5.8,576.089
2025-10-30T20:39:50.289586,1.125,68.0,2,-0.714,0.397,0.298,0.893,-0.048,0.008,0.134,-0.018,0.045,-1.560,874,913,900,903,543.629626,10.2,-7.8,546.030
2025-10-30T20:39:50.490009,1.331,68.0,2,-0.700,0.217,0.294,0.872,0.037,0.111,-0.072,-0.034,0.110,-1.557,866,900,898,892,441.233911,15.6,-9.6,447.234
2025-10-30T20:39:50.690360,1.537,68.0,2,-0.694,0.063,0.306,0.655,0.085,0.287,0.051,-0.068,0.204,-1.548,866,896,891,880,331.256222,19.8,-11.4,339.656
2025-10-30T20:39:50.890766,1.751,67.0,2,-0.691,-0.051,0.303,0.455,-0.031,0.145,-0.040,-0.030,0.248,-1.540,870,896,901,890,197.051642,21.6,-13.4,205.252
2025-10-30T20:39:51.091177,1.964,67.0,2,-0.681,-0.131,0.307,0.239,0.028,0.103,0.084,-0.037,0.283,-1.533,897,890,902,898,109.707462,19.2,-15.4,113.507
2025-10-30T20:39:51.291601,2.163,67.0,2,-0.678,-0.202,0.311,0.395,-0.007,0.162,0.020,-0.038,0.287,-1.526,861,891,886,880,27.432301,16.2,-17.6,26.032
2025-10-30T20:39:51.492001,2.363,67.0,2,-0.694,-0.405,0.296,1.176,-0.157,0.050,0.320,0.030,0.257,-1.519,872,896,904,883,15.351948,18.0,-19.8,13.552
2025-10-30T20:39:51.692337,2.566,67.0,2,-0.694,-0.597,0.299,1.060,-0.055,0.287,-0.164,0.051,0.131,-1.484,873,894,909,890,21.102888,20.4,-22.0,19.503
2025-10-30T20:39:51.892734,2.764,67.0,0,-0.675,-0.815,0.306,0.839,-0.011,0.338,0.218,0.048,0.070,-1.463,872,899,897,884,45.477582,22.2,-24.0,43.678
2025-10-30T20:39:52.093014,2.964,67.0,2,-0.653,-0.952,0.307,0.578,0.101,0.149,-0.093,-0.013,-0.022,-1.469,876,902,897,887,346.489425,24.6,-26.0,345.089
2025-10-30T20:39:52.293329,3.165,67.0,2,-0.639,-1.023,0.318,0.251,0.040,-0.015,0.032,-0.023,-0.026,-1.460,888,895,897,908,513.062577,24.0,-28.0,509.063
2025-10-30T20:39:52.493738,3.364,67.0,2,-0.646,-1.059,0.317,0.121,-0.053,0.011,1.014,-0.019,-0.033,-1.407,896,892,885,889,646.905794,17.4,-30.0,634.306
2025-10-30T20:39:52.693983,3.564,67.0,2,-0.643,-1.058,0.311,0.045,0.072,-0.024,2.511,-0.038,-0.022,-1.020,897,887,907,887,739.882507,11.4,-32.0,719.283
2025-10-30T20:39:52.894319,3.764,67.0,2,-0.624,-1.061,0.313,0.048,0.109,0.025,0.299,-0.062,-0.010,-0.788,906,888,905,844,762.299310,7.2,-34.0,735.499
2025-10-30T20:39:53.094716,3.965,67.0,2,-0.581,-1.080,0.309,0.397,0.048,0.016,0.271,-0.063,-0.021,-0.756,888,916,857,879,503.490615,6.0,-36.0,473.491
